product_id,product_name,category_id,brand,cost_price,selling_price,weight_kg
119,Product_00119,60,Brand_288,1950.14,2926.33,0.64
120,Product_00120,39,Brand_089,1164.09,1714.53,5.55
121,Product_00121,99,Brand_258,143.1,203.71,15.18
122,Product_00122,48,Brand_294,472.34,589.62,1.78
123,Product_00123,79,Brand_296,933.49,1265.47,7.55
124,Product_00124,29,Brand_109,199.56,253.24,20.2
125,Product_00125,16,Brand_194,231.75,359.19,24.14
126,Product_00126,97,Brand_047,1115.27,1509.59,4.48
127,Product_00127,57,Brand_010,675.35,1077.6,6.4
128,Product_00128,79,Brand_230,1143.99,1576.88,12.2
129,Product_00129,92,Brand_198,590.41,782.96,20.78
130,Product_00130,69,Brand_034,1057.46,1234.5,22.65
131,Product_00131,99,Brand_084,32.45,46.93,22.99
132,Product_00132,6,Brand_173,1014.44,1244.71,4.74
133,Product_00133,54,Brand_028,1458.29,1848.35,12.36
134,Product_00134,69,Brand_038,531.24,635.4,20.28
135,Product_00135,69,Brand_247,556.32,758.95,0.58
136,Product_00136,49,Brand_139,1188.2,1719.15,24.79
137,Product_00137,61,Brand_167,1273.65,1406.59,8.91
138,Product_00138,49,Brand_163,173.23,224.11,18.06
139,Product_00139,52,Brand_215,1190.81,1886.61,9.39
140,Product_00140,70,Brand_208,1819.38,2792.57,22.82
141,Product_00141,54,Brand_121,700.93,997.8,22.24
142,Product_00142,74,Brand_277,1371.79,1628.03,20.58
143,Product_00143,68,Brand_048,926.12,1065.55,0.65
144,Product_00144,12,Brand_275,1692.19,2512.36,5.79
145,Product_00145,58,Brand_113,1583.17,2050.29,11.43
146,Product_00146,29,Brand_161,96.32,146.7,14.06
147,Product_00147,36,Brand_187,751.24,1099.17,2.32
148,Product_00148,99,Brand_185,1470.05,1824.58,12.75
149,Product_00149,92,Brand_056,753.49,1028.04,1.07
150,Product_00150,53,Brand_107,1250.17,1751.05,12.53
151,Product_00151,48,Brand_059,1656.95,2467.81,12.44
152,Product_00152,51,Brand_094,1518.58,2241.83,16.49
153,Product_00153,50,Brand_247,903.46,1108.15,14.19
154,Product_00154,4,Brand_289,37.45,49.81,13.47
155,Product_00155,45,Brand_189,44.94,52.68,6.93
156,Product_00156,6,Brand_270,1748.89,2269.35,9.18
157,Product_00157,67,Brand_157,1846.62,2512.18,12.23
158,Product_00158,32,Brand_081,1911.78,2664.62,19.09
159,Product_00159,41,Brand_228,1584.97,2433.4,21.37
160,Product_00160,45,Brand_098,1827.1,2404.46,0.35
161,Product_00161,80,Brand_247,262.91,326.96,20.03
162,Product_00162,86,Brand_082,1504.15,2269.22,23.6
163,Product_00163,38,Brand_210,343.38,518.49,16.11
164,Product_00164,66,Brand_189,156.78,196.89,5.06
165,Product_00165,23,Brand_128,604.89,771.55,6.66
166,Product_00166,97,Brand_216,649.86,909.57,19.06
167,Product_00167,30,Brand_207,1561.2,1896.54,10.33
168,Product_00168,9,Brand_132,1194.01,1664.96,11.25
169,Product_00169,70,Brand_052,1947.71,2991.38,20.29
170,Product_00170,84,Brand_228,1588.86,2015.31,22.11
171,Product_00171,7,Brand_213,1020.23,1625.91,10.71
172,Product_00172,34,Brand_299,229.62,324.52,6.06
173,Product_00173,36,Brand_080,1632.83,1882.24,13.91
174,Product_00174,13,Brand_176,914.25,1267.99,12.8
175,Product_00175,25,Brand_107,1897.18,2906.13,21.77
176,Product_00176,79,Brand_166,1491.3,1701.81,24.26
177,Product_00177,27,Brand_117,521.42,833.86,5.09
178,Product_00178,97,Brand_137,1174.7,1849.45,0.9
179,Product_00179,87,Brand_123,1327.74,1572.85,20.99
180,Product_00180,48,Brand_194,1330.89,1530.81,4.63
181,Product_00181,68,Brand_232,1611.59,2260.62,12.45
182,Product_00182,27,Brand_010,852.23,1049.7,6.07
183,Product_00183,24,Brand_286,518.74,743.37,12.4
184,Product_00184,79,Brand_180,609.32,703.6,10.02
185,Product_00185,96,Brand_265,1978.82,2217.66,17.3
186,Product_00186,42,Brand_162,139.81,209.39,15.86
187,Product_00187,21,Brand_194,1235.78,1670.4,24.56
188,Product_00188,24,Brand_154,1982.58,2466.75,22.57
189,Product_00189,52,Brand_007,806.03,1078.02,9.37
190,Product_00190,87,Brand_242,1898.56,2451.95,20.16
191,Product_00191,32,Brand_273,1073.08,1658.61,16.99
192,Product_00192,51,Brand_295,1509.48,1986.32,6.75
193,Product_00193,68,Brand_008,514.66,640.67,19.84
194,Product_00194,43,Brand_271,558.67,646.87,3.05
195,Product_00195,11,Brand_066,782.34,1158.87,12.72
196,Product_00196,90,Brand_212,821.15,1226.84,7.19
197,Product_00197,72,Brand_059,557.15,798.95,9.17
198,Product_00198,23,Brand_079,798.36,1095.82,12.3
199,Product_00199,70,Brand_114,1911.18,2878.29,11.51
200,Product_00200,26,Brand_061,472.58,641.43,5.65
201,Product_00201,38,Brand_081,1877.75,2462.52,18.18
202,Product_00202,37,Brand_062,1248.52,1659.08,13.39
203,Product_00203,4,Brand_195,1994.42,2255.15,2.37
204,Product_00204,95,Brand_014,1290.21,1719.37,11.24
205,Product_00205,77,Brand_256,1496.82,2287.07,17.42
206,Product_00206,15,Brand_078,1494.5,1870.38,22.47
207,Product_00207,72,Brand_242,1684.75,2110.73,8.61
208,Product_00208,16,Brand_279,1865.14,2130.47,19.3
209,Product_00209,70,Brand_179,466.75,616.62,20.46
210,Product_00210,26,Brand_091,165.2,243.34,24.61
211,Product_00211,99,Brand_279,1336.1,1948.66,9.76
212,Product_00212,37,Brand_295,444.58,515.3,12.33
213,Product_00213,24,Brand_271,775.36,984.02,16.25
214,Product_00214,56,Brand_291,10.95,12.41,9.91
215,Product_00215,10,Brand_066,1019.05,1249.75,20.3
216,Product_00216,13,Brand_141,1484.79,2351.94,3.37
217,Product_00217,7,Brand_048,693.22,932.45,7.55
218,Product_00218,25,Brand_105,1093.14,1248.1,5.93
219,Product_00219,62,Brand_225,238.48,373.56,14.98
220,Product_00220,81,Brand_002,1194.25,1796.67,19.86
221,Product_00221,70,Brand_038,918.98,1457.88,15.45
222,Product_00222,74,Brand_060,1262.93,1848.04,19.38
223,Product_00223,69,Brand_065,1894.74,2726.88,14.16
224,Product_00224,97,Brand_267,1792.04,2503.19,10.35
225,Product_00225,97,Brand_270,885.3,1218.32,11.59
226,Product_00226,37,Brand_035,807.01,1056.87,17.95
227,Product_00227,86,Brand_281,376.98,570.01,2.39
228,Product_00228,77,Brand_144,119.81,181.81,16.38
229,Product_00229,64,Brand_166,585.53,916.7,9.63
230,Product_00230,82,Brand_134,1576.58,2021.19,7.73
231,Product_00231,7,Brand_196,907.31,1087.07,8.84
232,Product_00232,22,Brand_285,602.74,712.03,20.47
233,Product_00233,32,Brand_049,1323.88,1462.74,12.06
234,Product_00234,53,Brand_148,436.16,584.29,19.72
235,Product_00235,35,Brand_029,212.86,246.22,2.23
236,Product_00236,43,Brand_230,1695.37,2514.66,22.72
237,Product_00237,83,Brand_178,132.97,165.15,9.88
238,Product_00238,8,Brand_229,1727.58,2730.51,7.77
239,Product_00239,36,Brand_026,1340.27,1629.32,8.32
240,Product_00240,44,Brand_110,1436.2,1858.76,4.01
241,Product_00241,43,Brand_059,816.17,976.19,14.62
242,Product_00242,44,Brand_104,504.7,601.0,15.17
243,Product_00243,64,Brand_057,1561.23,2142.91,6.21
244,Product_00244,62,Brand_252,1727.09,2158.25,2.76
245,Product_00245,92,Brand_280,166.95,218.25,23.69
246,Product_00246,9,Brand_217,1457.44,1825.79,24.08
247,Product_00247,20,Brand_116,839.13,1181.67,2.52
248,Product_00248,53,Brand_254,164.57,193.95,17.23
249,Product_00249,45,Brand_020,1344.26,1992.17,20.75
250,Product_00250,52,Brand_024,1489.98,2195.23,23.71
251,Product_00251,11,Brand_071,895.86,1377.16,14.52
252,Product_00252,67,Brand_105,582.35,782.89,16.07
253,Product_00253,30,Brand_029,404.07,643.18,14.08
254,Product_00254,98,Brand_119,291.47,369.22,3.49
255,Product_00255,48,Brand_242,1358.39,1859.79,0.22
256,Product_00256,28,Brand_152,1653.62,1924.37,2.8
257,Product_00257,18,Brand_216,1377.09,1865.1,9.01
258,Product_00258,18,Brand_172,1611.71,2400.01,4.0
259,Product_00259,19,Brand_248,1174.18,1820.9,6.4
260,Product_00260,31,Brand_227,1069.92,1610.66,7.11
261,Product_00261,81,Brand_032,1128.16,1434.01,22.23
262,Product_00262,42,Brand_294,1539.51,1745.28,21.72
263,Product_00263,67,Brand_019,1544.95,2272.89,10.65
264,Product_00264,77,Brand_229,1897.12,2922.94,21.99
265,Product_00265,62,Brand_200,725.89,987.33,20.4
266,Product_00266,84,Brand_173,1440.55,1662.98,12.66
267,Product_00267,76,Brand_203,995.74,1276.96,17.94
268,Product_00268,64,Brand_035,681.36,929.9,2.36
269,Product_00269,18,Brand_062,468.5,647.54,4.41
270,Product_00270,70,Brand_003,101.02,133.72,8.6
271,Product_00271,35,Brand_237,1476.31,2084.16,19.88
272,Product_00272,90,Brand_234,195.24,293.85,24.63
273,Product_00273,46,Brand_022,805.91,1129.79,1.39
274,Product_00274,98,Brand_124,1638.71,2332.93,13.77
275,Product_00275,41,Brand_293,261.56,293.18,18.57
276,Product_00276,78,Brand_233,237.98,372.72,1.22
277,Product_00277,77,Brand_076,637.41,884.77,20.35
278,Product_00278,26,Brand_259,1188.12,1706.11,22.01
279,Product_00279,26,Brand_258,371.43,582.71,12.57
280,Product_00280,65,Brand_137,1692.21,2460.22,0.73
281,Product_00281,91,Brand_131,1932.94,2795.25,21.04
282,Product_00282,16,Brand_228,1766.41,2126.89,6.67
283,Product_00283,1,Brand_204,1816.03,2681.13,18.87
284,Product_00284,24,Brand_290,1241.39,1437.54,15.93
285,Product_00285,62,Brand_118,1511.18,2305.83,23.83
286,Product_00286,33,Brand_083,554.06,635.16,6.88
287,Product_00287,14,Brand_297,1763.02,2243.89,17.7
288,Product_00288,42,Brand_287,1254.29,1633.24,12.36
289,Product_00289,74,Brand_225,290.44,380.09,10.75
290,Product_00290,46,Brand_219,653.2,897.66,22.44
291,Product_00291,77,Brand_068,1398.43,1964.92,4.85
292,Product_00292,26,Brand_255,1689.72,2210.43,18.82
293,Product_00293,75,Brand_051,772.88,1119.14,10.69
294,Product_00294,84,Brand_250,852.28,1136.71,9.95
295,Product_00295,8,Brand_012,1109.53,1507.26,15.12
296,Product_00296,41,Brand_009,915.36,1038.63,6.04
297,Product_00297,81,Brand_074,212.72,246.41,11.27
298,Product_00298,37,Brand_169,1340.91,2030.22,13.45
299,Product_00299,25,Brand_272,1936.63,3032.58,1.85
300,Product_00300,98,Brand_084,1700.19,2570.86,20.99
301,Product_00301,43,Brand_002,1905.46,2837.98,23.01
302,Product_00302,40,Brand_230,1560.75,1938.99,2.02
303,Product_00303,70,Brand_129,1707.39,2522.33,9.16
304,Product_00304,53,Brand_237,1154.5,1551.79,24.01
305,Product_00305,64,Brand_231,638.47,997.4,7.54
306,Product_00306,12,Brand_188,1858.79,2422.25,5.74
307,Product_00307,87,Brand_126,1796.53,2218.03,12.25
308,Product_00308,38,Brand_025,1473.85,1874.67,14.76
309,Product_00309,9,Brand_267,1267.04,1768.99,21.71
310,Product_00310,74,Brand_085,640.97,928.56,3.67
311,Product_00311,37,Brand_261,1307.67,1695.36,13.34
312,Product_00312,77,Brand_025,1187.56,1885.11,16.62
313,Product_00313,65,Brand_128,1679.91,2235.03,0.69
314,Product_00314,91,Brand_190,1195.49,1762.2,18.04
315,Product_00315,16,Brand_095,1621.27,1907.83,8.83
316,Product_00316,31,Brand_077,396.97,625.44,22.76
317,Product_00317,46,Brand_075,679.1,829.25,12.92
318,Product_00318,21,Brand_003,1557.51,2205.97,21.26
319,Product_00319,70,Brand_233,1984.4,2443.66,6.26
320,Product_00320,65,Brand_061,412.78,558.72,8.62
321,Product_00321,29,Brand_218,1077.03,1420.13,19.78
322,Product_00322,31,Brand_129,837.9,1271.67,20.38
323,Product_00323,67,Brand_075,369.57,587.14,18.23
324,Product_00324,77,Brand_190,766.76,1182.41,24.85
325,Product_00325,22,Brand_086,1605.77,1785.19,14.63
326,Product_00326,38,Brand_018,1122.73,1608.81,19.07
327,Product_00327,74,Brand_173,1897.69,2828.52,11.75
328,Product_00328,54,Brand_168,870.53,1326.64,22.75
329,Product_00329,32,Brand_211,1267.65,1999.95,2.32
330,Product_00330,61,Brand_249,1777.44,1968.77,17.8
331,Product_00331,3,Brand_093,187.99,259.96,22.86
332,Product_00332,3,Brand_194,1585.85,1882.95,9.12
333,Product_00333,65,Brand_093,1099.53,1738.59,4.03
334,Product_00334,6,Brand_254,1616.69,1997.04,12.68
335,Product_00335,98,Brand_099,1395.82,2003.56,24.38
336,Product_00336,17,Brand_223,456.76,509.26,2.25
337,Product_00337,51,Brand_236,64.45,71.31,1.5
338,Product_00338,90,Brand_151,1052.86,1498.01,11.01
339,Product_00339,52,Brand_279,1868.15,2068.32,10.12
340,Product_00340,45,Brand_160,264.73,350.06,3.06
341,Product_00341,57,Brand_228,1178.23,1369.96,10.9
342,Product_00342,14,Brand_167,1655.62,2141.35,10.14
343,Product_00343,91,Brand_041,1680.44,2569.36,12.0
344,Product_00344,23,Brand_097,1957.22,2540.6,4.15
345,Product_00345,25,Brand_177,154.26,177.6,4.11
346,Product_00346,16,Brand_054,553.73,657.21,19.32
347,Product_00347,42,Brand_025,1387.43,1767.7,18.11
348,Product_00348,52,Brand_070,262.63,376.71,18.92
349,Product_00349,55,Brand_156,1510.37,1663.71,17.88
350,Product_00350,68,Brand_111,967.87,1340.42,9.71
351,Product_00351,32,Brand_107,1906.72,2818.42,7.41
352,Product_00352,37,Brand_163,1515.46,1886.16,10.46
353,Product_00353,93,Brand_276,12.92,18.1,1.86
354,Product_00354,36,Brand_125,1995.48,2392.98,15.39
355,Product_00355,99,Brand_158,43.29,54.47,12.36
356,Product_00356,9,Brand_277,773.44,1152.08,14.98
357,Product_00357,89,Brand_145,176.99,280.54,14.75
358,Product_00358,9,Brand_030,1031.93,1242.02,14.14
359,Product_00359,58,Brand_096,469.37,552.15,23.08
360,Product_00360,50,Brand_071,28.08,42.84,16.32
361,Product_00361,83,Brand_164,1059.55,1420.13,15.65
362,Product_00362,33,Brand_120,1390.14,2071.44,10.23
363,Product_00363,36,Brand_114,197.37,245.88,22.81
364,Product_00364,26,Brand_219,248.34,310.14,8.98
365,Product_00365,63,Brand_199,358.08,506.31,3.71
366,Product_00366,15,Brand_119,244.3,312.37,15.65
367,Product_00367,52,Brand_069,620.04,822.24,6.63
368,Product_00368,4,Brand_288,281.23,382.31,7.24
369,Product_00369,7,Brand_010,263.57,303.61,11.6
370,Product_00370,12,Brand_001,1893.17,2774.08,8.36
371,Product_00371,66,Brand_271,483.54,707.93,21.54
372,Product_00372,86,Brand_010,850.87,976.04,0.1
373,Product_00373,100,Brand_004,658.78,991.53,23.27
374,Product_00374,16,Brand_152,616.32,851.88,17.13
375,Product_00375,46,Brand_153,1396.42,2203.11,7.97
376,Product_00376,87,Brand_129,1359.27,1723.02,24.52
377,Product_00377,100,Brand_095,1794.09,2448.06,9.68
378,Product_00378,21,Brand_037,1788.16,2036.82,24.88
379,Product_00379,92,Brand_021,1979.29,2709.68,14.82
380,Product_00380,18,Brand_293,1163.41,1695.64,14.85
381,Product_00381,41,Brand_016,1275.42,1756.45,3.81
382,Product_00382,100,Brand_136,1607.97,2129.72,17.31
383,Product_00383,54,Brand_121,658.32,912.28,0.66
384,Product_00384,79,Brand_236,643.55,772.42,16.5
385,Product_00385,33,Brand_214,1960.25,2737.19,12.47
386,Product_00386,17,Brand_177,204.02,254.0,3.94
387,Product_00387,82,Brand_099,1154.66,1688.23,21.94
388,Product_00388,99,Brand_061,1256.67,1855.51,18.54
389,Product_00389,86,Brand_151,808.36,1203.82,2.01
390,Product_00390,75,Brand_299,1807.98,2082.27,24.84
391,Product_00391,10,Brand_161,1177.36,1850.04,22.85
392,Product_00392,62,Brand_089,44.15,66.86,16.86
393,Product_00393,95,Brand_230,1661.81,2520.58,8.49
394,Product_00394,91,Brand_203,783.33,1094.82,10.62
395,Product_00395,11,Brand_122,1698.38,1905.27,3.02
396,Product_00396,1,Brand_042,603.91,817.58,22.95
397,Product_00397,56,Brand_020,1266.18,1475.6,20.58
398,Product_00398,32,Brand_184,1052.06,1354.14,3.57
399,Product_00399,6,Brand_148,660.45,786.81,8.08
400,Product_00400,6,Brand_030,924.81,1178.07,23.76
401,Product_00401,10,Brand_005,1279.82,1477.28,14.92
402,Product_00402,72,Brand_279,1788.76,2564.06,19.48
403,Product_00403,53,Brand_156,546.22,604.27,11.14
404,Product_00404,11,Brand_208,760.42,1006.56,8.33
405,Product_00405,18,Brand_035,451.83,511.91,8.37
406,Product_00406,64,Brand_061,944.17,1088.04,11.43
407,Product_00407,53,Brand_153,241.76,329.94,4.81
408,Product_00408,45,Brand_085,926.87,1059.11,18.22
409,Product_00409,95,Brand_052,810.55,914.9,6.55
410,Product_00410,10,Brand_117,1699.35,2480.88,21.07
411,Product_00411,96,Brand_258,553.05,743.39,16.18
412,Product_00412,55,Brand_276,1181.26,1471.06,14.16
413,Product_00413,56,Brand_042,1145.96,1419.59,4.4
414,Product_00414,10,Brand_044,1404.9,2240.84,5.75
415,Product_00415,42,Brand_219,898.57,1387.33,19.72
416,Product_00416,52,Brand_019,81.61,101.25,1.67
417,Product_00417,74,Brand_200,1760.79,2605.49,23.9
418,Product_00418,97,Brand_051,1047.52,1402.95,24.31
419,Product_00419,19,Brand_023,823.46,984.54,23.12
420,Product_00420,19,Brand_035,1676.34,1847.29,17.45
421,Product_00421,14,Brand_010,334.99,498.31,24.72
422,Product_00422,25,Brand_206,627.55,831.43,4.01
423,Product_00423,40,Brand_079,1620.69,2097.28,23.78
424,Product_00424,97,Brand_262,28.88,39.17,23.56
425,Product_00425,28,Brand_236,307.26,378.37,1.07
426,Product_00426,88,Brand_121,1906.01,2302.48,20.27
427,Product_00427,86,Brand_161,1021.71,1463.5,23.19
428,Product_00428,61,Brand_096,324.56,441.1,8.93
429,Product_00429,69,Brand_127,1336.67,1833.57,11.91
430,Product_00430,85,Brand_219,551.99,658.14,7.51
431,Product_00431,81,Brand_175,1313.84,1530.21,19.01
432,Product_00432,92,Brand_268,768.39,1199.85,18.11
433,Product_00433,87,Brand_030,1352.71,1778.05,17.79
434,Product_00434,7,Brand_261,477.51,689.78,22.95
435,Product_00435,99,Brand_151,1648.89,1990.72,18.16
436,Product_00436,37,Brand_003,562.46,832.39,7.08
437,Product_00437,82,Brand_166,133.0,168.78,2.99
438,Product_00438,87,Brand_291,223.72,316.72,3.85
439,Product_00439,66,Brand_119,809.19,1186.93,8.45
440,Product_00440,60,Brand_142,142.79,209.85,17.47
441,Product_00441,37,Brand_146,1528.14,2116.79,4.0
442,Product_00442,2,Brand_050,965.64,1448.61,13.05
443,Product_00443,29,Brand_123,1921.96,2251.52,16.97
444,Product_00444,15,Brand_048,554.78,732.69,13.3
445,Product_00445,26,Brand_265,1766.64,2594.62,18.49
446,Product_00446,28,Brand_183,384.02,428.03,1.29
447,Product_00447,50,Brand_259,1183.58,1398.58,14.21
448,Product_00448,96,Brand_286,1886.76,2390.34,3.93
449,Product_00449,93,Brand_175,82.65,100.31,21.41
450,Product_00450,18,Brand_202,1233.6,1898.44,12.9
451,Product_00451,7,Brand_068,118.58,148.32,0.16
452,Product_00452,29,Brand_016,1516.45,2421.2,22.65
453,Product_00453,65,Brand_282,187.86,266.25,4.69
454,Product_00454,74,Brand_155,1528.39,1759.19,15.37
455,Product_00455,53,Brand_035,920.68,1114.09,11.52
456,Product_00456,97,Brand_034,1339.54,1522.23,4.48
457,Product_00457,26,Brand_270,1256.82,1536.72,11.11
458,Product_00458,90,Brand_259,62.92,95.11,14.71
459,Product_00459,65,Brand_282,1222.27,1526.73,0.53
460,Product_00460,6,Brand_192,1757.65,1999.96,3.49
461,Product_00461,53,Brand_045,918.61,1256.2,22.3
462,Product_00462,47,Brand_152,34.36,39.69,24.32
463,Product_00463,1,Brand_020,1949.7,2380.89,0.42
464,Product_00464,87,Brand_290,312.16,388.66,9.2
465,Product_00465,35,Brand_188,874.56,1040.09,22.84
466,Product_00466,84,Brand_100,930.24,1453.02,6.6
467,Product_00467,20,Brand_270,351.77,467.29,22.82
468,Product_00468,4,Brand_039,1713.38,2453.77,22.99
469,Product_00469,86,Brand_010,486.45,698.55,14.7
470,Product_00470,11,Brand_111,1984.62,2554.38,11.9
471,Product_00471,31,Brand_093,1709.97,2023.33,13.25
472,Product_00472,53,Brand_012,951.15,1097.54,24.64
473,Product_00473,64,Brand_186,805.43,1004.44,20.85
474,Product_00474,86,Brand_024,662.74,831.32,7.87
475,Product_00475,60,Brand_291,1518.92,1822.47,24.41
476,Product_00476,93,Brand_143,801.79,894.48,24.17
477,Product_00477,2,Brand_030,1210.88,1729.84,4.11
478,Product_00478,16,Brand_269,546.94,785.49,24.66
